channel_title,views
Full Frontal with Samantha Bee,581091.00
Good Morning Britain,52602.00
Simon's Cat,414431.00
LukeBryanVEVO,97375.00
ibighit,6066643.00
SUPERFRUIT,128700.00
Funny Or Die,38057.00
SiaVEVO,610459.00
TimandFaithVEVO,42399.00
Jimmy Kimmel Live,43202.00
Refinery29,99495.00
Netflix,78147.00
Grace Helbig,198335.00
The Talk,374411.00
The Verge,343860.00
jacksfilms,1329506.00
DJSnakeVEVO,1839303.00
ToveLoVEVO,126419.00
MariahCareyVEVO,461828.00
Björk,233492.00
You Suck At Cooking,825470.00
iHasCupquake,925595.00
Dua Lipa,538348.00
ImagineDragonsVEVO,433978.00
todrickhall,50157.00
Lauren Elizabeth,64813.00
Austin Evans,429721.00
E! Entertainment,361618.00
Safiya Nygaard,1524361.00
Mayim Bialik,58760.00
Demi Lovato,673143.00
CollegeHumor,800306.00
HarryStylesVEVO,797596.00
Simply Nailogical,2259888.00
Klossy,156892.00
Chris Stuckmann,987117.00
FreeDawkins,24423.00
FallOutBoyVEVO,2758724.00
alt-J,440942.00
Tanner Braungardt,2326348.00
Jonathan Morrison,616420.00
Sailor J,125328.00
Lauv,330225.00
Cards Against Humanity,1315527.00
WIRED,602977.00
Attaullah Malik,2056950.00
John Campea,52886.00
Brent Pella,1497824.00
Major Lazer,594612.00
Matthias,862532.00
TV Promos,444789.00
ESPN,127525.00
The Slow Mo Guys,3560412.00
Butch Hartman,68145.00
ABC News,34293.00
ChloexHalleVEVO,7108.00
Late Night with Seth Meyers,484287.00
JunsKitchen,2415668.00
CinemaSins,1940520.00
Wong Fu Productions,98092.00
NARLtv,3545.00
SciShow,135090.00
INSIDER,247839.00
Anwar Jibawi,2143149.00
Movie Munchies,149074.00
CupcakeJemma,74115.00
TechSmartt,3716275.00
Taylor Swift,736587.00
Video Library,12212.00
Single Shot,920.00
FlyFastandLow,3748.00
RM Videos,84580.00
It's Okay To Be Smart,88932.00
Mental Floss,35082.00
Ranz Kyle,383830.00
The Graham Norton Show,732349.00
Screen Junkies,1455500.00
ColliderVideos,63818.00
Philadelphia 76ers,14527.00
Jessii Vee,102941.00
theneedledrop,291272.00
Tegan and Sara,5258.00
Matt Steffanina,328302.00
SHOWTIME Sports,33543.00
daronjay,3390.00
reputationswift,41562.00
Taras Malyar,2421.00
Access Hollywood,55311.00
NBA Highlights · YouTube,20464.00
NBC News,38987.00
Jackie Aina,357376.00
astroboy1960,15382.00
Quad9 DNS,4759.00
Dolan Twins,1493983.00
YBF Chic,2043.00
GinWigmoreVEVO,4843.00
Washington Post,163436.00
1theK (원더케이),1357577.00
Brian Hull,117379.00
ProZD,612546.00
Pixielocks,26621.00
Topi The Corgi,26473.00
Cody'sLab Backup,75397.00
MisterWivesVEVO,12984.00
BBCRadio1VEVO,39467.00
REACT,1000303.00
RachelPlattenVEVO,79057.00
Big Cat Rescue,44511.00
Shmee150,415473.00
iJustine,1002346.00
The Orchard Movies,766661.00
The Infographics Show,804735.00
William Osman,175608.00
LastWeekTonight,5893503.00
CaseyNeistat,2524854.00
DunkFest,144514.00
marshmello,4756676.00
Red Bull,202092.00
NBA,140792.00
littleBits Electronics,1616.00
Jenny Nicholson,70382.00
TED-Ed,380111.00
Wendy Williams,535337.00
Audience Network,11849.00
Summit,27997.00
BBC Earth,44810.00
Nickelback,426730.00
standupmaths,124948.00
VICE,44856.00
Good Mythical Morning,897162.00
Now You See It,260902.00
Life Noggin,522367.00
Dancing With The Stars,107919.00
SIRAH,39720.00
U2VEVO,403685.00
emma chamberlain,207465.00
Rudy Mancuso,5159241.00
Gus Johnson,147976.00
Cut,225280.00
hp_overload,1579188.00
Atlanta Hawks,3491.00
nigahiga,2819118.00
CrazyRussianHacker,1251577.00
The Scran Line,37376.00
TIME,33761.00
PeterSripol,429830.00
NFL,784937.00
amc,230403.00
Cleveland Cavaliers on cleveland.com,87403.00
Tom Scott,338085.00
BBC Radio 1,69170.00
Hunter Hayes,112866.00
Eric Strebel,3987.00
NBA on ESPN,11156.00
TODAY,111077.00
Disney•Pixar,9920833.00
Disney Movie Trailers,165139.00
Dwarf Mamba,4575521.00
Saturday Night Live,1675419.00
Safiya Nygaard,1174413.00
NFL,226800.00
Kitchen Nightmares,1726301.00
Just Wow me,601839.00
ladygagaarraza,18916.00
HBO,214150.00
mvt.ias,19744.00
SelenaGomezVEVO,5620985.00
Vox,703631.00
CollegeHumor,325569.00
The Tonight Show Starring Jimmy Fallon,418595.00
Rosanna Pansino,541017.00
WWE,1704485.00
Simply Nailogical,1891954.00
Thomas Sanders,212132.00
LuisFonsiVEVO,38646917.00
AIA awards,66888.00
CrashRacing,1992282.00
Fueled By Ramen,1923973.00
Refinery29,42224.00
Nile Wilson,291062.00
Shade 45,267395.00
Taylor Nicole Dean,446368.00
Warner Bros. Pictures,12776633.00
Tasty,458438.00
HaileeSteinfeldVEVO,2797467.00
BostonDynamics,9421291.00
ABC News,29041.00
AnthonyPadilla,303310.00
ESPN,16431.00
The Late Show with Stephen Colbert,1743129.00
ChrisStapletonVEVO,372390.00
Marques Brownlee,2638137.00
Rclbeauty101,602682.00
The Verge,1923738.00
Matthias Wandel,327482.00
John Campea,44805.00
USA TODAY,13910.00
vlogbrothers,172546.00
BBC News,95900.00
Green Day,1647994.00
Late Night with Seth Meyers,1577521.00
RemyMaVEVO,2597587.00
NOLA.com,17627.00
SMTOWN,8097332.00
Watch What Happens Live with Andy Cohen,112443.00
Paramount Pictures,4251667.00
The Late Late Show with James Corden,10663409.00
BuzzFeed Nifty,50934.00
MassLive,126248.00
TheEllenShow,366465.00
RealLifeLore,332872.00
AsapSCIENCE,1101988.00
Funny Or Die,63719.00
Sam Chui,1126715.00
Good Morning Britain,67147.00
Ultra Music,799867.00
Tech Insider,741859.00
Maddie Ziegler,416327.00
clothesencounters,199206.00
First We Feast,989954.00
20th Century Fox,10729515.00
Kurzgesagt – In a Nutshell,1875686.00
The Real Daytime,614887.00
SUPERFRUIT,151602.00
Half as Interesting,978535.00
Vogue,5889680.00
TimandFaithVEVO,58233.00
Vanity Fair,720203.00
Atlantic Records,775185.00
LukeBryanVEVO,124901.00
SiaVEVO,786977.00
Full Frontal with Samantha Bee,619920.00
Simon's Cat,456234.00
ibighit,6674015.00
ToveLoVEVO,158953.00
Jimmy Kimmel Live,51678.00
ImagineDragonsVEVO,507616.00
MiguelVEVO,300653.00
The Talk,389849.00
DJSnakeVEVO,2329130.00
Grace Helbig,209701.00
jacksfilms,1373834.00
Dua Lipa,617423.00
MariahCareyVEVO,533644.00
Netflix,98684.00
Björk,279611.00
You Suck At Cooking,866709.00
iHasCupquake,1091211.00
Lauren Elizabeth,70307.00
Austin Evans,456680.00
Demi Lovato,701536.00
HarryStylesVEVO,910217.00
E! Entertainment,389506.00
Tamika Hall,4970.00
todrickhall,53126.00
Matoma,15353.00
MisterWivesVEVO,17899.00
JessieJVEVO,483212.00
Lauv,476488.00
ParsonJamesVEVO,18525.00
Chris Stuckmann,1048329.00
Mayim Bialik,61690.00
FreeDawkins,25945.00
alt-J,479061.00
Jonathan Morrison,645283.00
Sailor J,138548.00
Maggie Lindemann,80851.00
FallOutBoyVEVO,3155840.00
Major Lazer,680277.00
ChloexHalleVEVO,9663.00
Kevin Rabatin,1820.00
Klossy,169977.00
Tanner Braungardt,2377193.00
WIRED,639095.00
Cards Against Humanity,1336848.00
Matthias,895210.00
TV Promos,485303.00
Attaullah Malik,2131855.00
Butch Hartman,70025.00
The Slow Mo Guys,3658261.00
NARLtv,3699.00
Brent Pella,1549485.00
CinemaSins,2031003.00
FlyFastandLow,4078.00
Wong Fu Productions,102271.00
INSIDER,267631.00
JunsKitchen,2521580.00
CupcakeJemma,79915.00
Anwar Jibawi,2259733.00
SciShow,139225.00
TechSmartt,3762393.00
RM Videos,110590.00
Taylor Swift,786437.00
Video Library,12953.00
Single Shot,999.00
Ranz Kyle,412286.00
Movie Munchies,152485.00
It's Okay To Be Smart,92483.00
FRANKIEmusicVEVO,6383.00
Mental Floss,36905.00
daronjay,3705.00
ColliderVideos,65019.00
Screen Junkies,1501028.00
Matt Steffanina,352336.00
Jessii Vee,109624.00
The Graham Norton Show,766050.00
Tegan and Sara,6044.00
Philadelphia 76ers,14609.00
1theK (원더케이),1447333.00
theneedledrop,302837.00
SHOWTIME Sports,35451.00
Quad9 DNS,5218.00
reputationswift,42451.00
Access Hollywood,55910.00
GinWigmoreVEVO,5839.00
Taras Malyar,2665.00
Jackie Aina,370461.00
NBA Highlights · YouTube,20541.00
NBC News,39799.00
astroboy1960,15476.00
YBF Chic,2087.00
Dolan Twins,1533488.00
Washington Post,166097.00
Topi The Corgi,29723.00
ProZD,631000.00
Pixielocks,27408.00
RachelPlattenVEVO,90268.00
Cody'sLab Backup,77763.00
REACT,1014163.00
LastWeekTonight,6109402.00
BBCRadio1VEVO,42658.00
DunkFest,149257.00
Shmee150,451675.00
The Orchard Movies,874883.00
iJustine,1038365.00
The Infographics Show,877102.00
William Osman,179948.00
Brian Hull,122054.00
CaseyNeistat,2564903.00
Red Bull,215541.00
marshmello,5468928.00
Big Cat Rescue,48037.00
NBA,141492.00
Gus Johnson,152001.00
littleBits Electronics,2358.00
Wendy Williams,547362.00
Jenny Nicholson,71707.00
Rudy Mancuso,5315471.00
U2VEVO,441712.00
hp_overload,1694708.00
Audience Network,11887.00
BBC Earth,46025.00
Nickelback,459969.00
Life Noggin,538546.00
Good Mythical Morning,913268.00
Radovan Lazic,1136686.00
Disney Movie Trailers,1145941.00
Duston Ward,578128.00
Rudy Mancuso,771035.00
Cracked,327936.00
Entertainment Tonight,1257634.00
CollegeHumor,353570.00
Smosh,582747.00
Good Mythical Morning,339761.00
NFL,1056136.00
Bruno Mars,301265.00
The Weather Channel,60509.00
Disney•Pixar,14476491.00
The View,108339.00
Bon Appétit,123251.00
Tom Scott,372127.00
ExplosmEntertainment,638074.00
TED-Ed,128287.00
Vox,455289.00
The Grand Tour,451973.00
slaymeclarkson c:,54002.00
mvt.ias,172146.00
Washington Post,29254.00
Saturday Night Live,2364742.00
HBO,1609627.00
Veritasium,251683.00
Dwarf Mamba,5617078.00
Josh Groban,43667.00
Cut,169239.00
Safiya Nygaard,1967661.00
Billboard,1587706.00
How to DAD,90054.00
JerryRigEverything,430457.00
The Scran Line,32639.00
Just Wow me,1326266.00
hudsonunionsociety,15058.00
Kitchen Nightmares,2206768.00
TV Promos,33620.00
WildTurkeyBourbon,21194.00
Simon and Martina,224651.00
AlishaMarie,999867.00
ABC News,70098.00
Fleur DeForce,118227.00
U2VEVO,78979.00
USA TODAY,21426.00
David Sistaro,60079.00
Access Hollywood,119497.00
John Campea,100504.00
SelenaGomezVEVO,7388662.00
Passenger,144177.00
Klossy,129902.00
NOLA.com,24248.00
Mashed,191764.00
AIA awards,79519.00
Refinery29,82596.00
Business Insider,16456.00
The Tonight Show Starring Jimmy Fallon,532620.00
clothesencounters,134020.00
ESPN,29769.00
Rosanna Pansino,605083.00
WWE,1927025.00
Thomas Sanders,240895.00
Shade 45,294255.00
BBC News,111349.00
Vanity Fair,9454.00
BuzzFeed Nifty,26230.00
LuisFonsiVEVO,47078714.00
Simply Nailogical,2034428.00
CrashRacing,2823869.00
Nile Wilson,321451.00
Taylor Nicole Dean,500570.00
Fueled By Ramen,2152085.00
emmymadeinjapan,78860.00
Tasty,491468.00
HaileeSteinfeldVEVO,3460999.00
Warner Bros. Pictures,13987067.00
BostonDynamics,9964832.00
JoergSprave,105115.00
ChrisStapletonVEVO,424109.00
The Late Show with Stephen Colbert,1864545.00
Rclbeauty101,682291.00
Marques Brownlee,2810983.00
AnthonyPadilla,324167.00
Matthias Wandel,349260.00
The Verge,2043102.00
vlogbrothers,180713.00
Green Day,1963898.00
Leroy Sanchez,698200.00
SMTOWN,9294823.00
RemyMaVEVO,2943211.00
Rob Andretti,2197.00
Watch What Happens Live with Andy Cohen,128475.00
Late Night with Seth Meyers,1675392.00
RM Videos,108294.00
Sam Chui,1612283.00
RealLifeLore,345819.00
Paramount Pictures,4328193.00
TheEllenShow,391853.00
The Late Late Show with James Corden,11217517.00
Funny Or Die,83832.00
Kitten Lady,71637.00
AsapSCIENCE,1137271.00
Ultra Music,1000754.00
Good Morning Britain,80663.00
Half as Interesting,1021443.00
SUPERFRUIT,165353.00
Tech Insider,789872.00
TimandFaithVEVO,65746.00
Maddie Ziegler,442977.00
First We Feast,1043202.00
The Real Daytime,654025.00
Kurzgesagt – In a Nutshell,1928537.00
Atlantic Records,946431.00
LukeBryanVEVO,145895.00
Vogue,6197393.00
ToveLoVEVO,188824.00
SiaVEVO,933039.00
MassLive,129828.00
20th Century Fox,11362593.00
MiguelVEVO,355788.00
Simon's Cat,482648.00
Full Frontal with Samantha Bee,655350.00
ibighit,7098772.00
Lindsey Stirling,831425.00
Jimmy Kimmel Live,61359.00
Dua Lipa,666698.00
Tom Stanton,56759.00
The Talk,397918.00
ImagineDragonsVEVO,566430.00
Grace Helbig,219662.00
DJSnakeVEVO,2811422.00
MariahCareyVEVO,605186.00
Netflix,115219.00
Mayim Bialik,65758.00
jacksfilms,1401048.00
Björk,324083.00
HarryStylesVEVO,977204.00
Lauren Elizabeth,74094.00
HellthyJunkFood,346110.00
Polyphonic,138563.00
You Suck At Cooking,889168.00
Austin Evans,468840.00
Matoma,18642.00
JessieJVEVO,552011.00
E! Entertainment,407642.00
iHasCupquake,1182553.00
Lauv,632967.00
Tamika Hall,5224.00
todrickhall,55241.00
Maggie Lindemann,102733.00
MisterWivesVEVO,21439.00
FreeDawkins,27757.00
ParsonJamesVEVO,24160.00
alt-J,507987.00
Jonathan Morrison,663450.00
Sailor J,146752.00
Major Lazer,756414.00
FallOutBoyVEVO,3489592.00
Chris Stuckmann,1088828.00
Demi Lovato,721459.00
ChloexHalleVEVO,12036.00
WIRED,665452.00
Kevin Rabatin,2382.00
Tanner Braungardt,2410620.00
Cards Against Humanity,1353044.00
Matthias,914173.00
Butch Hartman,71610.00
Attaullah Malik,2193283.00
TechSmartt,3798127.00
Freeform,7978.00
The Slow Mo Guys,3729425.00
Brent Pella,1581796.00
CinemaSins,2098612.00
Ranz Kyle,438025.00
Video Library,13659.00
INSIDER,278899.00
Wong Fu Productions,105270.00
JunsKitchen,2597902.00
FlyFastandLow,4351.00
CupcakeJemma,83038.00
Anwar Jibawi,2408682.00
SciShow,141741.00
Taylor Swift,822101.00
Single Shot,1032.00
Matt Steffanina,371401.00
It's Okay To Be Smart,95520.00
BTS Videos,153341.00
FRANKIEmusicVEVO,7840.00
Mental Floss,38775.00
daronjay,3896.00
Screen Junkies,1531538.00
ColliderVideos,66021.00
The Graham Norton Show,792184.00
Tegan and Sara,6553.00
1theK (원더케이),1508950.00
Philadelphia 76ers,14657.00
Jessii Vee,114923.00
ProZD,643737.00
SHOWTIME Sports,36414.00
Quad9 DNS,5963.00
WIRED,5670852.00
PinkVEVO,2484089.00
Binging with Babish,852717.00
CBS This Morning,212414.00
Bon Appétit,183935.00
WWE,680569.00
The Weather Channel,570641.00
vlogbrothers,114917.00
TED-Ed,160530.00
Peter McKinnon,290800.00
Marques Brownlee,850117.00
TheEllenShow,1002131.00
First We Feast,240166.00
The Voice,59462.00
Vanity Fair,734594.00
Radovan Lazic,1819783.00
Rudy Mancuso,1716171.00
Duston Ward,1053325.00
Hannah Stocking,308230.00
Wendover Productions,355773.00
Disney Movie Trailers,1627849.00
Cracked,522256.00
iJustine,76859.00
Inanna Sarkis,907902.00
James Charles,204520.00
Vogue,270142.00
CollegeHumor,522265.00
ShawnMendesVEVO,496742.00
NASA Jet Propulsion Laboratory,679202.00
Entertainment Tonight,1742272.00
Dancing With The Stars,210815.00
Bruno Mars,508727.00
Tyler Oakley,48804.00
Smosh,784926.00
slaymeclarkson c:,130189.00
Tom Scott,534109.00
Late Night with Seth Meyers,54392.00
mvt.ias,191326.00
The View,157759.00
Good Mythical Morning,463642.00
Sailor J,38219.00
Buttered Side Down,34719.00
BBC News,84428.00
Grace Helbig,183369.00
NFL,1243269.00
Doug Jones for Senate,49472.00
WildTurkeyBourbon,47263.00
Josh Groban,92364.00
YTN NEWS,52869.00
Disney•Pixar,17613871.00
Washington Post,7576.00
Vox,576454.00
The Grand Tour,682599.00
ExplosmEntertainment,721451.00
ConnorFranta,159746.00
Veritasium,362659.00
TV Promos,56402.00
Cut,243500.00
The Late Late Show with James Corden,114518.00
NBC News,3346.00
Alex Gilbert,193082.00
U2VEVO,173531.00
How to DAD,129118.00
HBO,1902537.00
Colleen Vlogs,115921.00
Saturday Night Live,2682780.00
Billboard,1994585.00
hudsonunionsociety,34207.00
Dwarf Mamba,5979360.00
NBA,122161.00
Safiya Nygaard,2112730.00
ABC News,78582.00
JerryRigEverything,594881.00
CNN,21565.00
Bob Przybylo,10720.00
BuzzFeed Nifty,36578.00
Just Wow me,1902516.00
The Scran Line,48331.00
Business Insider,3892.00
Marie McGann,7432.00
David Sistaro,93088.00
Access Hollywood,134077.00
Mayim Bialik,27225.00
Kitchen Nightmares,2375214.00
Simon and Martina,241456.00
AlishaMarie,1123700.00
John Campea,108845.00
Refinery29,91100.00
Passenger,209470.00
Klossy,178748.00
SelenaGomezVEVO,9044077.00
USA TODAY,23771.00
clothesencounters,150539.00
Fleur DeForce,137551.00
The Tonight Show Starring Jimmy Fallon,576496.00
ESPN,33888.00
Mashed,485883.00
Rosanna Pansino,651621.00
Thomas Sanders,249348.00
Nile Wilson,330601.00
NOLA.com,24785.00
AIA awards,81260.00
Simply Nailogical,2112938.00
CrashRacing,3138088.00
LuisFonsiVEVO,56843038.00
Taylor Nicole Dean,550005.00
Fueled By Ramen,2351925.00
HaileeSteinfeldVEVO,4106304.00
Tasty,508958.00
Shade 45,296404.00
emmymadeinjapan,83588.00
ChrisStapletonVEVO,465986.00
Useless Duck Company,42737.00
The Late Show with Stephen Colbert,2016029.00
Warner Bros. Pictures,15104666.00
BostonDynamics,10353797.00
Rclbeauty101,723678.00
AnthonyPadilla,335646.00
Eric Strebel,4452.00
Matthias Wandel,356859.00
Leroy Sanchez,820427.00
Watch What Happens Live with Andy Cohen,137792.00
Sam Chui,1932429.00
The Verge,2102153.00
JoergSprave,113999.00
The Infographics Show,403292.00
SMTOWN,10530920.00
RM Videos,127812.00
Green Day,2275359.00
RemyMaVEVO,3244243.00
Funny Or Die,93741.00
RealLifeLore,355437.00
Good Morning Britain,95679.00
Ultra Music,1220147.00
Paramount Pictures,4384273.00
Half as Interesting,1064495.00
AsapSCIENCE,1165497.00
Kitten Lady,77856.00
Tech Insider,816740.00
SUPERFRUIT,176140.00
Maddie Ziegler,471521.00
Rob Andretti,2447.00
ToveLoVEVO,216658.00
Atlantic Records,1134684.00
LukeBryanVEVO,160971.00
SiaVEVO,1046154.00
The Real Daytime,683364.00
MiguelVEVO,396378.00
MassLive,132164.00
Kurzgesagt – In a Nutshell,1968605.00
ImagineDragonsVEVO,592238.00
20th Century Fox,11907002.00
ibighit,7475081.00
Jimmy Kimmel Live,67078.00
TimandFaithVEVO,69795.00
Simon's Cat,514888.00
Full Frontal with Samantha Bee,680306.00
Wendy Williams,451381.00
Lindsey Stirling,913756.00
Tom Stanton,68625.00
The Talk,402199.00
DJSnakeVEVO,3483577.00
Matoma,22607.00
Netflix,128002.00
MariahCareyVEVO,681439.00
HarryStylesVEVO,1024814.00
Polyphonic,156243.00
jacksfilms,1417912.00
Björk,360539.00
JessieJVEVO,612279.00
HellthyJunkFood,373105.00
Dua Lipa,702208.00
Lauv,795683.00
You Suck At Cooking,909177.00
E! Entertainment,443412.00
iHasCupquake,1249486.00
Tamika Hall,5464.00
todrickhall,56969.00
FallOutBoyVEVO,3821846.00
Maggie Lindemann,129071.00
Lauren Elizabeth,76536.00
Austin Evans,474858.00
MisterWivesVEVO,23987.00
FreeDawkins,29188.00
Tanner Braungardt,2433987.00
ParsonJamesVEVO,35511.00
Matthias,930403.00
ChloexHalleVEVO,14265.00
Major Lazer,828587.00
Jeremy Jahns,968868.00
Jonathan Morrison,676692.00
Attaullah Malik,2227708.00
alt-J,539987.00
Cards Against Humanity,1365087.00
Demi Lovato,736276.00
Kevin Rabatin,2885.00
The Slow Mo Guys,3794124.00
Brent Pella,1607810.00
Taylor Swift,852543.00
JunsKitchen,3083469.00
Adult Swim,1980168.00
CollegeHumor,1013330.00
WIRED,8951919.00
Philip DeFranco,1501756.00
The King of Random,589827.00
SiaVEVO,684778.00
Carla Resendiz,349459.00
PinkVEVO,6119211.00
UrAvgConsumer,259918.00
Anwar Jibawi,619503.00
Late Night with Seth Meyers,1382432.00
The Tonight Show Starring Jimmy Fallon,1134859.00
Vanity Fair,630362.00
Sufficiently Advanced,104510.00
William Osman,151739.00
Binging with Babish,1163659.00
DemiLovatoVEVO,1709054.00
CBS This Morning,402878.00
CinemaSins,1273343.00
Screen Junkies,1586719.00
LadyGagaVEVO,605722.00
The Voice,245610.00
Austin Evans,309852.00
Brat,2437554.00
Kandee Johnson,89763.00
Jackie Aina,295351.00
Nerdwriter1,143128.00
TheEllenShow,338500.00
CAguileraVEVO,33892.00
Looper,594981.00
TED-Ed,303343.00
WWE,707164.00
The Late Late Show with James Corden,348854.00
vlogbrothers,196552.00
The Late Show with Stephen Colbert,81878.00
Bon Appétit,269447.00
Miranda Sings,93664.00
Eva Lunde Bentley,42513.00
PTXofficial,780009.00
The Deal Guy,42910.00
The Weather Channel,833312.00
Jenny Nicholson,153898.00
Zoella,431883.00
Yes Theory,199355.00
Netflix,41474.00
YTN NEWS,126981.00
Peter McKinnon,399511.00
Marques Brownlee,1317168.00
First We Feast,329176.00
Grace Helbig,98851.00
Hannah Stocking,710660.00
DreamCastle_629,14071.00
Doug Jones for Senate,84038.00
ShawnMendesVEVO,1032352.00
Dancing With The Stars,131771.00
The Tommy Edison Experience,19261.00
MyLifeAsEva,571588.00
Warner Bros. Pictures,1042458.00
lara6683,87397.00
Zendaya,545535.00
adidas Football,1624478.00
Rudy Mancuso,2132690.00
ScreenJunkies News,68936.00
Wendover Productions,496264.00
James Charles,401701.00
Portugal. The Man,97414.00
iJustine,126015.00
Duston Ward,1154618.00
chris lee,160012.00
Kelly Clarkson,58677.00
Buttered Side Down,99456.00
Inanna Sarkis,1130630.00
slaymeclarkson c:,153513.00
How To Cake It,452087.00
NASA Jet Propulsion Laboratory,973134.00
Disney Movie Trailers,1803225.00
Tyler Oakley,73815.00
The View,165099.00
Sailor J,60404.00
Cracked,571905.00
Entertainment Tonight,1857727.00
The Hollywood Reporter,66181.00
Bruno Mars,612044.00
Smosh,866967.00
Washington Post,58168.00
