video_id,dislikes
41d9Bd7m8js,657
4uTNVumfm84,8285
McRNSFGwqtY,1610
iGCdvqVbIa0,313
CY8E6N5Nzec,5093
IPgdIHV_zMo,36196
b1BAq8T9kqY,384
84iujjDAqHw,104
Ld57wNXddGU,55
YS2y_12IWlA,1973
7cqYiUmutGI,924
C-DfipidnOE,2064
6xMBmvevhj0,5666
CRiBnM9l4N4,1379
ccQJq3gGt4o,216
Mb-gOG-RxHc,334
TX0UsGn0GPc,296
rNaFB-IoXaA,355
YOxo2IUFnr4,54
GjwjzIFcX7U,527
K3ZwxsTOD_8,1190
NsJkUfrqLzY,875
rplCCSqWXIY,196
MaTSyJDoxPo,80
5_O5bT3hfkQ,330
Q32uEd5KF2k,16
F8CR9IP7Mog,327
wbSwFU6tY1c,12418
geeTiovdXLQ,659
XPVxL-YUOwk,79
mcsTWPSMDtg,2359
V-F7tpdPZ-E,347
SPD1v_8RQUY,468
#NAME?,142
Ew-3-8itpjc,206
Hkx5fveyjIs,119
cWGWYAhLuAQ,577
rhhQS3ns6HU,6497
AiH3nDqWr9I,6227
9i3GtPIS0-4,220
iXFApdQKYnc,70
34gHoxqZlJc,120
wjOK-U2GhIs,1276
CNBGEWRdeIM,76
OTHHeIAYfuU,640
3frnBoqqI_Q,1426
BqLwMIA-HlY,237
3baKe4B3eyI,61
zMKI64iY2CY,222
o4fHlldbRHo,99
40JxGkIspck,19
_OZJ03OBJj4,2397
K_XXXDPODmw,450
B9nVxg3DqAM,1278
Z_kfM-BmVzQ,592
JKFgn6tNU6w,557
JdHhNxedKs4,318
oqbmlVa7Nag,62
4KyWP5fWOEs,198
oe9-_fD55ok,3742
G6n7oA5yoPY,594
W7a8qyJ5W74,82
kjbimjCQYdY,486
L9FBI1kOEHo,3296
u0-pfzKbh2k,623
CyPPi6T3D3s,1422
tJFk9dPdxO0,966
GLbX9CL7Yg8,3934
NnpyRKfAyik,30
wcy08U4FC-Y,52
GveWDLBmc8Y,87
2Xyf_PCf7lc,94
jDC_QZAFxKI,48
rz4Dd1I_fX0,575
dDZoGcQVjJg,139
shHTYg-rOAg,1395
IUmdcd_8Vwc,158
T1B1CxmAXLk,1759
3HXIkBeKQ14,115
lWDWVDu01P0,1926
jSQj4lq8ZEg,503
cW5ueE2vUm0,2334
oI42BohDabU,1568
7dNu1AorSYc,6
BhIEIO0vaBE,0
cosN6ilQ5u0,1005
NooW_RbfdWI,7076
PyXpoGbwGL0,257
3HhK7HbX3Qs,629
p3Orma1SddQ,113
v6xUgawDQB0,13411
pKW-ZgBl9eU,939
er2kQ21ZTG0,32
OdNqWcUdm6I,566
eWBNCnU_PK0,641
doP7xKdGOKs,2626
K1uiJIl614c,63
8h2rlhsN9DI,590
h7j9jbe_pEs,302
4dpjhcQr0RM,2376
K6Zu3qKhON4,562
2lyQj9M2MhY,57
Dzr9f-rkjnw,1018
1Sh6UqeRHdM,10
4-flcAEK0QI,124
YBpdL9hSac4,2256
k6NTcNFjVjE,642
wfWIs2gFTAM,8460
D7plDibrP1U,861
yZMRXTmFzPs,430
izIyhdEHSPo,575
DzNwinmBawo,58
e1bEWoblGZA,5734
NpciU6AtlJU,43
EbXHZ4WoyFY,129
kce7M5FJ5GM,118
AJaHx4CDD-k,454
1huD-o3abV8,330
nCwHHLfxA7g,2739
iveV0Q77gvU,139
9uez2DBg9Mg,875
y3qfeoqErtY,676
Zb1ShTFP198,455
rXbKeHAoA84,207
mEtJAblVxxU,1314
C9XDrAfT7ks,68
oRQ4cTsr3_c,223
Dm1tTSZHj8Y,172
li5fmOV33hE,25
ycuMyyqBWQY,9904
oTKbyqkAu7s,247
x_IG4DeedB4,258
8ENIIcMmeD0,392
cI5RYgvPHLU,250
#NAME?,13
7rOQv_6L9fQ,7591
vAGtarDX544,80
sZoZryCb0P0,194
-35jibKqbEo,727
5RjEaUqucbw,18
TYaf8GbVKXc,37
PCTVL5oKlik,270
f0r_l2iYUzQ,5578
JRuC_NoBrM8,17
vm3_34a5D_s,63
ZoYVZmKSYFg,744
0DVNtFA-_wA,121
DmWm3ar0PiQ,278
sTyOtjJyjsg,4866
6J-D86wfxiE,270
FV4t5D0rwFs,36
N1ikySurAP0,52
oS2MW3YIJew,766
p8brfJAULgc,59
9fed80dZ5wM,366
fVVS9Tng7C0,699
psbdT3kS8mY,275
-2wRFv-mScQ,348
1R0Xgq1bxZI,2363
JNWwVDkj24g,906
q1mE6MRHz6U,145
Nsm8l89x2H4,3097
J3FcbFqSoQY,261
v3y7FE76H7c,791
0noUI5HLY4I,264
vxfJbW6KDp4,246
b-5c_Z3pUVk,258
lGEY8IulWiA,7426
BL4dnvBytLA,234
n1PrGpIekYY,857
7BlT28Tl_VI,2770
Mjl4OReUX-c,112
we_Cs4Q0P2A,81
PaZsrAi6iJg,97
_7QuvSK-A5E,1508
VXQ1FD77egw,855
5y0ARoVF6Qg,17
IqutUA3UOuw,6
bhqH6tTr_Lk,1462
BHloD113J54,304
EUwzWHD3Htg,755
dQjTQFRZsD4,131
92BKdIai4ck,7
VLxl1UeuwHY,1254
7FM_MfpYOLU,276
saPG3E59xeI,25
xGcrvGTMgkg,148
nt7b-Qp34hk,40
dV_UXo8LiWk,517
nqP1x8VxrTU,13098
hlrvK4xnLKA,230
fi483E-A8P4,404
af6L1jBZGYA,873
jYnEHDHp32E,38
B7AjF4of300,560
mddRihBrWOk,5631
p2JpSCYQKFs,600
o3T_o4WM-n8,714
n0j_CX1S2es,5079
98QDI87DdcY,322
m4faDISwSVo,4732
LR2edIotyE8,0
Qp7QJpLhOs4,112
UFz3K9ByUqE,195
d-73-Cr0tQs,1727
NtFe5PM87BU,458
VA7Y_Psp5l4,1038
6xUPaVfmcUs,3077
jsnyz__pc5M,619
6ztB3fg9knE,544
dzxFdtWmjto,24199
5q4Z7HqxFM0,339
4uTNVumfm84,9078
gAcvbGuqG0Q,515
nxWt9wDOr_0,313
CY8E6N5Nzec,5964
41d9Bd7m8js,677
McRNSFGwqtY,1673
iGCdvqVbIa0,318
IPgdIHV_zMo,37132
b1BAq8T9kqY,389
84iujjDAqHw,113
Ld57wNXddGU,56
7cqYiUmutGI,938
6xMBmvevhj0,5931
C-DfipidnOE,2092
ccQJq3gGt4o,273
YS2y_12IWlA,2086
CRiBnM9l4N4,1398
Mb-gOG-RxHc,334
TX0UsGn0GPc,315
rNaFB-IoXaA,403
YOxo2IUFnr4,54
GjwjzIFcX7U,551
K3ZwxsTOD_8,1204
NsJkUfrqLzY,943
rplCCSqWXIY,228
F8CR9IP7Mog,356
5_O5bT3hfkQ,358
Q32uEd5KF2k,16
MaTSyJDoxPo,85
wbSwFU6tY1c,12559
geeTiovdXLQ,683
V-F7tpdPZ-E,642
mcsTWPSMDtg,2436
XPVxL-YUOwk,79
Ew-3-8itpjc,210
#NAME?,155
SPD1v_8RQUY,477
Hkx5fveyjIs,124
cWGWYAhLuAQ,606
rhhQS3ns6HU,6584
AiH3nDqWr9I,6878
9i3GtPIS0-4,227
iXFApdQKYnc,73
34gHoxqZlJc,120
OTHHeIAYfuU,683
wjOK-U2GhIs,1291
3frnBoqqI_Q,1507
BqLwMIA-HlY,261
3baKe4B3eyI,65
CNBGEWRdeIM,78
zMKI64iY2CY,227
o4fHlldbRHo,103
40JxGkIspck,19
_OZJ03OBJj4,2440
K_XXXDPODmw,457
B9nVxg3DqAM,1284
Z_kfM-BmVzQ,601
JKFgn6tNU6w,575
oqbmlVa7Nag,64
4KyWP5fWOEs,198
oe9-_fD55ok,3752
G6n7oA5yoPY,623
kjbimjCQYdY,501
W7a8qyJ5W74,82
L9FBI1kOEHo,3382
tJFk9dPdxO0,1012
u0-pfzKbh2k,645
CyPPi6T3D3s,1441
GLbX9CL7Yg8,3954
NnpyRKfAyik,31
wcy08U4FC-Y,52
shHTYg-rOAg,1518
YBpdL9hSac4,7049
LvC8VzCcI88,539
QQ_3S-IQm38,2024
mXiFHDfvn4A,1180
7OsFH1XBUG8,2534
wRNYoWFjmEc,872
s7JiyWfGIh8,46
D_eZxSYRhco,544
5XUwdZkM6N8,61
nCMGU846iTI,60
wIimU5-UEPc,944
wfWIs2gFTAM,12490
DzNwinmBawo,604
_hMQe2U4c6w,2360
D7plDibrP1U,1296
0eOtSEkLVtw,305
phiDj5nlF5c,333
AOvCyD9bbDM,2284
izIyhdEHSPo,927
r-7-bIXETfY,106
8857-yQOZ2o,46
0QOPb9DlOfY,38
kce7M5FJ5GM,263
TV42WARem_o,189
9DjgOFSBJYc,53
2Z3yeFZyCjI,258
NpciU6AtlJU,140
0DVNtFA-_wA,781
J6Tc4iyefe0,55
EbXHZ4WoyFY,228
yZMRXTmFzPs,898
rXbKeHAoA84,274
e1bEWoblGZA,6090
cWHAsCWry8s,52
lARpY0nIQx0,698
1huD-o3abV8,371
#NAME?,28
C9XDrAfT7ks,256
nCwHHLfxA7g,3119
-35jibKqbEo,894
9uez2DBg9Mg,928
8ENIIcMmeD0,465
iveV0Q77gvU,276
zHxHdNOuxgY,61
Zb1ShTFP198,963
5NHxDBPxPGI,68
li5fmOV33hE,51
y3qfeoqErtY,712
vm3_34a5D_s,92
oTKbyqkAu7s,478
Dm1tTSZHj8Y,230
mEtJAblVxxU,1412
zFYFHQq6dgs,129
oRQ4cTsr3_c,239
Ra7MMVEe_s4,16
sZoZryCb0P0,268
vAGtarDX544,97
yYeSzy30h5k,47
x_IG4DeedB4,276
ycuMyyqBWQY,10159
cI5RYgvPHLU,275
9_lkVzzd6rE,36
TYaf8GbVKXc,69
f0r_l2iYUzQ,5795
6J-D86wfxiE,278
JRuC_NoBrM8,21
PCTVL5oKlik,316
DmWm3ar0PiQ,297
sTyOtjJyjsg,5197
oS2MW3YIJew,822
vsPTqR5778Q,187
N1ikySurAP0,52
p8brfJAULgc,59
UO5ktwPXsyM,207
9fed80dZ5wM,376
psbdT3kS8mY,296
-2wRFv-mScQ,357
RsGqQC2tRRM,141
1R0Xgq1bxZI,2475
q1mE6MRHz6U,156
twdauWqqmrc,391
JNWwVDkj24g,913
J3FcbFqSoQY,264
v3y7FE76H7c,804
0noUI5HLY4I,272
5y0ARoVF6Qg,28
vxfJbW6KDp4,247
b-5c_Z3pUVk,261
obRG-2jurz0,192
we_Cs4Q0P2A,82
lGEY8IulWiA,7564
n1PrGpIekYY,883
Mjl4OReUX-c,130
7BlT28Tl_VI,2823
PaZsrAi6iJg,103
VXQ1FD77egw,882
_7QuvSK-A5E,1528
dQjTQFRZsD4,150
IqutUA3UOuw,7
EUwzWHD3Htg,782
bhqH6tTr_Lk,1474
BHloD113J54,314
92BKdIai4ck,7
7FM_MfpYOLU,292
VLxl1UeuwHY,1289
saPG3E59xeI,26
xGcrvGTMgkg,148
nt7b-Qp34hk,40
dV_UXo8LiWk,522
nqP1x8VxrTU,13196
fi483E-A8P4,407
af6L1jBZGYA,891
hlrvK4xnLKA,233
jYnEHDHp32E,39
B7AjF4of300,576
mddRihBrWOk,5747
p2JpSCYQKFs,607
o3T_o4WM-n8,720
LR2edIotyE8,0
n0j_CX1S2es,5140
98QDI87DdcY,323
m4faDISwSVo,4834
RBNLxU98svQ,5
Qp7QJpLhOs4,113
UFz3K9ByUqE,200
d-73-Cr0tQs,1786
NtFe5PM87BU,473
VA7Y_Psp5l4,1041
6xUPaVfmcUs,3122
jsnyz__pc5M,628
6ztB3fg9knE,547
CY8E6N5Nzec,6344
4uTNVumfm84,9412
dzxFdtWmjto,24413
gAcvbGuqG0Q,526
5q4Z7HqxFM0,348
nxWt9wDOr_0,321
41d9Bd7m8js,683
McRNSFGwqtY,1706
iGCdvqVbIa0,322
IPgdIHV_zMo,37525
b1BAq8T9kqY,392
84iujjDAqHw,113
Ld57wNXddGU,57
7cqYiUmutGI,943
6xMBmvevhj0,6078
ccQJq3gGt4o,292
C-DfipidnOE,2107
YS2y_12IWlA,2132
Mb-gOG-RxHc,334
TX0UsGn0GPc,324
rNaFB-IoXaA,420
YOxo2IUFnr4,54
GjwjzIFcX7U,565
NsJkUfrqLzY,973
K3ZwxsTOD_8,1212
F8CR9IP7Mog,369
5_O5bT3hfkQ,368
Q32uEd5KF2k,16
MaTSyJDoxPo,85
V-F7tpdPZ-E,705
wbSwFU6tY1c,12623
mcsTWPSMDtg,2480
XPVxL-YUOwk,79
SPD1v_8RQUY,485
#NAME?,160
cWGWYAhLuAQ,609
rhhQS3ns6HU,6636
AiH3nDqWr9I,7099
9i3GtPIS0-4,229
iXFApdQKYnc,73
OTHHeIAYfuU,707
wjOK-U2GhIs,1293
3frnBoqqI_Q,1530
3baKe4B3eyI,65
CNBGEWRdeIM,78
zMKI64iY2CY,227
XUqRem0W8L8,4084
xYtsL9znopI,1320
jCb-WcxO5SU,748
A9k89DYdHKQ,294
cgYHbIEZWW8,261
_0ovuLsnU1A,125
YBpdL9hSac4,10810
p1tiCgVnCQ0,67
_hMQe2U4c6w,10255
rZQepOFnYi8,138
xLtYmhj-0Kg,1303
hlGm5tse8ek,322
GOALfmDp_Dg,109
mXiFHDfvn4A,1730
SzB-tnaU0cM,12
QQ_3S-IQm38,3638
t50M1CM7E8s,44
m4-sL1r9i1I,354
wRNYoWFjmEc,1771
4gIR_q89g9Q,91
b03U6BYF9L0,1604
D_eZxSYRhco,915
5XUwdZkM6N8,194
7OsFH1XBUG8,4138
nCMGU846iTI,103
wIimU5-UEPc,1844
UgpL43chE-E,50
wfWIs2gFTAM,15433
LvC8VzCcI88,1097
DzNwinmBawo,848
3McYSX6jSIg,840
0eOtSEkLVtw,432
d54e3kcTlHM,251
D7plDibrP1U,1400
phiDj5nlF5c,564
AOvCyD9bbDM,3101
lJmDmfQOWVw,65
2rx8VHNG-DE,422
r-7-bIXETfY,148
gDPr8Na24QU,874
2Z3yeFZyCjI,806
0QOPb9DlOfY,83
BG0a04PX-zY,1547
X5YJU6_Mfpg,34
kce7M5FJ5GM,342
9DjgOFSBJYc,177
8857-yQOZ2o,69
suEeS2v334I,44
S_lN0-gtWF4,39
TV42WARem_o,311
0DVNtFA-_wA,1424
J6Tc4iyefe0,92
NpciU6AtlJU,161
EbXHZ4WoyFY,253
rXbKeHAoA84,299
yZMRXTmFzPs,1002
cWHAsCWry8s,60
VxWhgFU7nWE,18
nCwHHLfxA7g,3354
e1bEWoblGZA,6202
lARpY0nIQx0,749
-35jibKqbEo,1017
#NAME?,33
zHxHdNOuxgY,95
C9XDrAfT7ks,296
5y-tCo_v7pk,0
9uez2DBg9Mg,955
8ENIIcMmeD0,511
iveV0Q77gvU,293
Zb1ShTFP198,1028
li5fmOV33hE,58
5NHxDBPxPGI,69
y3qfeoqErtY,735
Ra7MMVEe_s4,31
vm3_34a5D_s,113
sZoZryCb0P0,334
mEtJAblVxxU,1449
oTKbyqkAu7s,485
zFYFHQq6dgs,162
Dm1tTSZHj8Y,260
oRQ4cTsr3_c,246
yYeSzy30h5k,51
vAGtarDX544,103
cI5RYgvPHLU,305
x_IG4DeedB4,278
ycuMyyqBWQY,10328
9_lkVzzd6rE,39
6J-D86wfxiE,290
TYaf8GbVKXc,73
DmWm3ar0PiQ,305
JRuC_NoBrM8,21
PCTVL5oKlik,324
oS2MW3YIJew,873
sTyOtjJyjsg,5719
vsPTqR5778Q,448
-2wRFv-mScQ,383
N1ikySurAP0,55
p8brfJAULgc,61
9fed80dZ5wM,388
UO5ktwPXsyM,208
psbdT3kS8mY,316
RsGqQC2tRRM,145
q1mE6MRHz6U,171
1R0Xgq1bxZI,2554
5y0ARoVF6Qg,38
obRG-2jurz0,267
J3FcbFqSoQY,264
0noUI5HLY4I,276
JNWwVDkj24g,933
fVVS9Tng7C0,749
vxfJbW6KDp4,252
b-5c_Z3pUVk,264
v3y7FE76H7c,817
we_Cs4Q0P2A,86
lGEY8IulWiA,7757
Mjl4OReUX-c,164
n1PrGpIekYY,903
7BlT28Tl_VI,2858
PaZsrAi6iJg,106
VXQ1FD77egw,899
_7QuvSK-A5E,1559
IqutUA3UOuw,9
BHloD113J54,348
dQjTQFRZsD4,170
bhqH6tTr_Lk,1491
EUwzWHD3Htg,837
6vgGGAm7ANc,23
92BKdIai4ck,7
7FM_MfpYOLU,309
VLxl1UeuwHY,1349
saPG3E59xeI,26
xGcrvGTMgkg,150
nt7b-Qp34hk,42
dV_UXo8LiWk,525
nqP1x8VxrTU,13318
fi483E-A8P4,410
af6L1jBZGYA,909
hlrvK4xnLKA,235
mddRihBrWOk,5896
jYnEHDHp32E,40
p2JpSCYQKFs,613
o3T_o4WM-n8,734
n0j_CX1S2es,5252
LR2edIotyE8,0
m4faDISwSVo,4912
98QDI87DdcY,323
RBNLxU98svQ,5
Qp7QJpLhOs4,115
NtFe5PM87BU,489
d-73-Cr0tQs,1919
VA7Y_Psp5l4,1048
jsnyz__pc5M,635
6xUPaVfmcUs,3197
CY8E6N5Nzec,6868
4uTNVumfm84,9870
gAcvbGuqG0Q,542
dzxFdtWmjto,24588
41d9Bd7m8js,692
nxWt9wDOr_0,328
5q4Z7HqxFM0,352
McRNSFGwqtY,1743
iGCdvqVbIa0,325
IPgdIHV_zMo,37907
b1BAq8T9kqY,393
84iujjDAqHw,114
Ld57wNXddGU,57
ccQJq3gGt4o,296
7cqYiUmutGI,955
6xMBmvevhj0,6230
C-DfipidnOE,2125
YS2y_12IWlA,2190
rNaFB-IoXaA,455
TX0UsGn0GPc,339
Mb-gOG-RxHc,334
YOxo2IUFnr4,56
GjwjzIFcX7U,573
F8CR9IP7Mog,379
NsJkUfrqLzY,997
K3ZwxsTOD_8,1225
XUqRem0W8L8,9403
xYtsL9znopI,2766
rZQepOFnYi8,589
bPNi_492aEQ,946
A9k89DYdHKQ,575
cgYHbIEZWW8,746
jCb-WcxO5SU,1432
_0ovuLsnU1A,2191
YBpdL9hSac4,12869
h_cfN1t3flE,721
p1tiCgVnCQ0,147
_hMQe2U4c6w,13616
fCuvR9LEczE,547
xLtYmhj-0Kg,1893
aBza5P5v2-I,59
GOALfmDp_Dg,187
hlGm5tse8ek,570
QDSEpjjavhY,160
t50M1CM7E8s,155
m4-sL1r9i1I,576
M2xqMZ6b85w,134
mXiFHDfvn4A,1994
QQ_3S-IQm38,4263
b03U6BYF9L0,2167
wRNYoWFjmEc,1991
5XUwdZkM6N8,258
7OsFH1XBUG8,4858
D_eZxSYRhco,1042
4gIR_q89g9Q,148
nCMGU846iTI,127
SzB-tnaU0cM,75
wIimU5-UEPc,2156
UgpL43chE-E,78
wfWIs2gFTAM,17637
LvC8VzCcI88,1209
DzNwinmBawo,922
d54e3kcTlHM,449
52Y7NwbmOHY,37
3McYSX6jSIg,1482
0eOtSEkLVtw,483
D7plDibrP1U,1452
dVNZYskqdEc,44
2rx8VHNG-DE,665
phiDj5nlF5c,645
AOvCyD9bbDM,3790
lJmDmfQOWVw,141
r-7-bIXETfY,160
gDPr8Na24QU,1006
2Z3yeFZyCjI,964
0QOPb9DlOfY,106
BG0a04PX-zY,1954
kce7M5FJ5GM,358
X5YJU6_Mfpg,36
9DjgOFSBJYc,185
8857-yQOZ2o,71
S_lN0-gtWF4,52
suEeS2v334I,58
TV42WARem_o,318
VxWhgFU7nWE,30
nQtcl7kCkzg,101
0DVNtFA-_wA,1448
lCT0OaVqIQE,15
J6Tc4iyefe0,95
NpciU6AtlJU,165
rXbKeHAoA84,309
yZMRXTmFzPs,1045
cWHAsCWry8s,64
EbXHZ4WoyFY,271
nCwHHLfxA7g,3523
-35jibKqbEo,1113
lARpY0nIQx0,765
e1bEWoblGZA,6275
zHxHdNOuxgY,113
#NAME?,33
5y-tCo_v7pk,0
C9XDrAfT7ks,301
9uez2DBg9Mg,975
8ENIIcMmeD0,531
iveV0Q77gvU,294
Zb1ShTFP198,1077
li5fmOV33hE,63
5NHxDBPxPGI,69
y3qfeoqErtY,760
sZoZryCb0P0,362
Ra7MMVEe_s4,41
mEtJAblVxxU,1481
vm3_34a5D_s,119
oTKbyqkAu7s,488
zFYFHQq6dgs,182
Dm1tTSZHj8Y,272
oRQ4cTsr3_c,248
yYeSzy30h5k,54
vAGtarDX544,106
cI5RYgvPHLU,338
x_IG4DeedB4,279
ycuMyyqBWQY,10417
9_lkVzzd6rE,47
6J-D86wfxiE,301
TYaf8GbVKXc,75
DmWm3ar0PiQ,313
PCTVL5oKlik,331
vsPTqR5778Q,615
JRuC_NoBrM8,21
oS2MW3YIJew,915
sTyOtjJyjsg,6286
N1ikySurAP0,56
p8brfJAULgc,62
9fed80dZ5wM,409
UO5ktwPXsyM,213
psbdT3kS8mY,329
q1mE6MRHz6U,182
RsGqQC2tRRM,147
1R0Xgq1bxZI,2604
obRG-2jurz0,347
5y0ARoVF6Qg,44
J3FcbFqSoQY,266
0noUI5HLY4I,276
fVVS9Tng7C0,766
JNWwVDkj24g,953
vxfJbW6KDp4,255
v3y7FE76H7c,826
b-5c_Z3pUVk,265
we_Cs4Q0P2A,87
lGEY8IulWiA,7915
Mjl4OReUX-c,189
_k02Waw4WXk,9
n1PrGpIekYY,924
7BlT28Tl_VI,2895
PaZsrAi6iJg,107
VXQ1FD77egw,927
_7QuvSK-A5E,1582
BHloD113J54,447
IqutUA3UOuw,13
dQjTQFRZsD4,196
EUwzWHD3Htg,879
bhqH6tTr_Lk,1498
6vgGGAm7ANc,29
92BKdIai4ck,7
7FM_MfpYOLU,320
VLxl1UeuwHY,1409
saPG3E59xeI,26
xGcrvGTMgkg,151
nt7b-Qp34hk,42
dV_UXo8LiWk,532
fi483E-A8P4,417
nqP1x8VxrTU,13415
af6L1jBZGYA,924
hlrvK4xnLKA,236
mddRihBrWOk,6020
jYnEHDHp32E,42
p2JpSCYQKFs,615
o3T_o4WM-n8,745
n0j_CX1S2es,5327
LR2edIotyE8,0
m4faDISwSVo,4947
98QDI87DdcY,323
RBNLxU98svQ,5
Qp7QJpLhOs4,115
d-73-Cr0tQs,2098
jsnyz__pc5M,643
VA7Y_Psp5l4,1057
6xUPaVfmcUs,3230
4uTNVumfm84,10280
CY8E6N5Nzec,7293
gAcvbGuqG0Q,549
dzxFdtWmjto,24730
41d9Bd7m8js,704
nxWt9wDOr_0,337
5q4Z7HqxFM0,354
McRNSFGwqtY,1764
IPgdIHV_zMo,38082
iGCdvqVbIa0,327
b1BAq8T9kqY,394
84iujjDAqHw,115
Ld57wNXddGU,57
ccQJq3gGt4o,311
6xMBmvevhj0,6346
7cqYiUmutGI,962
C-DfipidnOE,2137
YS2y_12IWlA,2256
rNaFB-IoXaA,484
htWO0--MbQg,2900
CP6aYDssDSE,793
V8d6oQPQmX0,278
Oyq8Di01nN8,946
CefAPPIkB8E,125
V2fw7u1epLg,2033
pi2Ri9-K3_E,532
XUqRem0W8L8,12223
uwfIr6flLXk,12812
hgtR0o6OjjU,303
sRbhD2unwBc,21
gtprpculjrQ,343
e7OQ_ayQTog,348
v4DFeT9z7yY,0
HwYMsqONPzE,377
xYtsL9znopI,3275
UFXMfh5lKFs,69
_0ovuLsnU1A,3630
rZQepOFnYi8,908
fCuvR9LEczE,2311
bPNi_492aEQ,1562
A9k89DYdHKQ,716
cgYHbIEZWW8,921
Mmn0zFalrD4,179
jCb-WcxO5SU,1693
VTVQUw1SJ2U,119
h_cfN1t3flE,920
BJDGBNFxO7o,379
YBpdL9hSac4,14340
_hMQe2U4c6w,15272
p1tiCgVnCQ0,186
xLtYmhj-0Kg,2273
GOALfmDp_Dg,231
QDSEpjjavhY,230
t50M1CM7E8s,220
hlGm5tse8ek,674
m4-sL1r9i1I,745
0XtCnGT0B20,80
QAt8kU3TQfQ,482
M2xqMZ6b85w,172
QQ_3S-IQm38,4705
SzB-tnaU0cM,107
mXiFHDfvn4A,2130
b03U6BYF9L0,2476
5XUwdZkM6N8,300
D_eZxSYRhco,1094
wRNYoWFjmEc,2114
nCMGU846iTI,137
UgpL43chE-E,80
wfWIs2gFTAM,19583
XoAf_I3ULwE,115
wIimU5-UEPc,2303
52Y7NwbmOHY,77
dVNZYskqdEc,58
d54e3kcTlHM,507
LvC8VzCcI88,1281
DzNwinmBawo,952
nHO50-7l-Vg,830
LeobgOWgJmY,39
KtlERZ5WnaU,539
3McYSX6jSIg,1515
0eOtSEkLVtw,505
AOvCyD9bbDM,4252
gDPr8Na24QU,1100
D7plDibrP1U,1476
2rx8VHNG-DE,674
phiDj5nlF5c,682
lJmDmfQOWVw,151
r-7-bIXETfY,177
2Z3yeFZyCjI,987
tx-9LkVIdz0,423
0QOPb9DlOfY,108
kce7M5FJ5GM,363
9DjgOFSBJYc,191
X5YJU6_Mfpg,36
S_lN0-gtWF4,60
8857-yQOZ2o,71
TV42WARem_o,323
VxWhgFU7nWE,38
suEeS2v334I,64
nQtcl7kCkzg,109
sTfUSq8-9Jw,439
0DVNtFA-_wA,1463
lCT0OaVqIQE,15
rXbKeHAoA84,314
yZMRXTmFzPs,1064
NpciU6AtlJU,168
J6Tc4iyefe0,96
cWHAsCWry8s,66
nCwHHLfxA7g,3609
zHxHdNOuxgY,120
lARpY0nIQx0,778
-35jibKqbEo,1227
e1bEWoblGZA,6333
#NAME?,33
KGBv8oT5lwk,18
8ENIIcMmeD0,548
9uez2DBg9Mg,990
iveV0Q77gvU,295
li5fmOV33hE,65
Zb1ShTFP198,1109
Ra7MMVEe_s4,50
sZoZryCb0P0,401
5NHxDBPxPGI,72
zFYFHQq6dgs,194
y3qfeoqErtY,771
vm3_34a5D_s,129
5y-tCo_v7pk,0
mEtJAblVxxU,1507
oTKbyqkAu7s,491
Dm1tTSZHj8Y,277
oRQ4cTsr3_c,252
yYeSzy30h5k,58
cI5RYgvPHLU,354
vAGtarDX544,108
9_lkVzzd6rE,52
x_IG4DeedB4,281
ycuMyyqBWQY,10509
6J-D86wfxiE,310
TYaf8GbVKXc,76
DmWm3ar0PiQ,314
oS2MW3YIJew,958
PCTVL5oKlik,334
vsPTqR5778Q,656
JRuC_NoBrM8,21
obRG-2jurz0,459
fVVS9Tng7C0,791
N1ikySurAP0,56
#NAME?,69
9fed80dZ5wM,417
UO5ktwPXsyM,213
p8brfJAULgc,62
psbdT3kS8mY,342
q1mE6MRHz6U,192
RsGqQC2tRRM,152
1R0Xgq1bxZI,2615
5y0ARoVF6Qg,47
JNWwVDkj24g,973
J3FcbFqSoQY,269
0noUI5HLY4I,279
v3y7FE76H7c,832
we_Cs4Q0P2A,88
vxfJbW6KDp4,258
lGEY8IulWiA,8021
b-5c_Z3pUVk,265
o2e2B5wsFsQ,5
Mjl4OReUX-c,207
BHloD113J54,551
_k02Waw4WXk,9
n1PrGpIekYY,935
7BlT28Tl_VI,2921
IqutUA3UOuw,17
_7QuvSK-A5E,1593
PaZsrAi6iJg,108
dQjTQFRZsD4,215
EUwzWHD3Htg,904
6vgGGAm7ANc,34
bhqH6tTr_Lk,1506
92BKdIai4ck,10
7FM_MfpYOLU,327
VLxl1UeuwHY,1458
saPG3E59xeI,26
xGcrvGTMgkg,151
nt7b-Qp34hk,43
dV_UXo8LiWk,536
fi483E-A8P4,418
nqP1x8VxrTU,13520
af6L1jBZGYA,934
hlrvK4xnLKA,238
mddRihBrWOk,6097
jYnEHDHp32E,43
o3T_o4WM-n8,747
p2JpSCYQKFs,617
n0j_CX1S2es,5364
LR2edIotyE8,0
m4faDISwSVo,4966
98QDI87DdcY,324
RBNLxU98svQ,5
Qp7QJpLhOs4,116
CMA2iF6RuXk,37877
QCjk_NPsIqU,7170
f2MZnJlDJ4c,1256
Ps7GzIV2KP0,294
htWO0--MbQg,6341
-8ZHXaGILlc,100
CP6aYDssDSE,1376
cy9W-ZywVPc,846
HUV1unZsiKE,126
DSG-zxGRkJw,73
V8d6oQPQmX0,572
YbQ-NgaCntk,31
Oyq8Di01nN8,1480
JeRtUXTQ_aQ,278
v4DFeT9z7yY,0
scMSeVaE7Ao,174
