video_id,dislikes
kJ18whKduFo,144
bJNnsAmNoUc,146
sW5HaEsnuMI,1490
Z2Y8jGrkrDc,1162
e77J4g0LMOk,3417
VPJ7BcVsOUU,24
9bdXZzQvb0U,4
Sl-NvOZ23m8,122
PgpOosts_Ms,1
Qh06wlg9RmU,22
0jmDHoPUGKI,0
1qKBNKtzTWg,1
l35LGiJmXNs,194
GF_0i9WxA_s,2
GcbsIv3QdFs,4640
l5S5DM564O8,0
spuXN0ccRQ8,1223
2b5C6Xp3pwA,0
hKqzBGE5w-0,151
kqWQFnH6h-E,4
D8PXRnN0KPU,12
iMg9ibfcBnM,1023
bXYkU5u5pzg,402
q6xkWA0Qi98,162
sxxJug2Ob_A,13032
8IEvxQKzLyI,90
3SlG3sE8Ytg,490
AgrK2P3Ruug,1
oX4YCoO6tK4,6110
AWtpYfjylCo,818
J7BVU65c8AQ,70
olOdCkYIsrA,208
3Xb3eOH4PMA,40
gkvhlo4a5iQ,632
SM1w9PEQOE8,26134
6SevTnFTdpA,60
PXWlnc-Qcwg,0
fuHcdFPBKy0,9614
QK_iX5cPDhE,236
6i2cebTn0nc,823
vn9mMeWcgoM,22152
00nmxR1mxIA,408
JBDWIGpKnwM,1762
bo8OYPYRTIY,226
iGXYZwZEZa0,1964
aj8mN_7Apcw,5033
Ub53c95Soqk,68
56KYMMGudcU,26222
ZYCDNf1a-kY,17
uwUchGQRXKM,377
Zi9MkiQzl20,74
__4c1JCHvaQ,3287
NyNQLRhsAsk,1332
vW7H-DKivX8,1034
dyBFAX4SDEc,833
EZSCtgfmEO0,814
H4CkXh3FSo8,574
oXE-ssvbhQA,502
aphpJi5jKrM,2044
Y26pMy4jf8U,1704
sFMehG2tDcA,1115
eYJCjVkOImU,428
jibff9m0SjQ,238
Sqbv7cCM5AI,640
inZzcTXYowY,1262
OVa-sqcDYZ4,254
2jhwGiO5XJ8,139
bye513KciIk,328
oOAohDViea4,254
fJJBAwiOjRI,259
Hlch9lKAeXo,1242
FlsCjmMhFmw,1353647
hpvDsw1D29w,36
8mQelXnPxUQ,1094
kl39KHS07Xc,8527
MUB-h2NeQYA,114
r8FQ5wUYm9c,1108
RdAKIVgTKuw,62
MtFjRvKfv70,38
6TOSV3-7hzU,237
HKIIgYFhQlE,568
ySBjb4_JGtY,25
mQ8sFRuDyiU,51
8KaKWPJq5dY,257
37xIzAWyO8I,29
ceJcHUoO734,1745
bg7RjxsghNY,2467
rH_sH0jPVTg,256
5Ad2pIlg3Dk,4786
2jP6MFBXFaA,42
mkpINSUnDpA,579
fd7M_5xW0SI,989
O3bqhRN2thM,27
sZWmwHjFRPI,132
oYL6kldXWkg,844
h8Q3IhUwX_4,178
jgvQzWAhoiw,849
yyr51Kznab4,573
ZZE1_maXiAI,83
d9h_qtOoFnA,135
2E_HEeOpiEA,1619
2sxuAm569IY,93
RggWMGU2iYw,111
9WwKW2wIU-k,86
Nl6YEW1s7x8,928
ixMqVcjsSVM,68
Zh4c5IrllBg,1766
PUvVjWR3zTQ,205
xlQLyAOQXjQ,1218
15aTCG3as6Q,717
mebZJFd8_Vw,652
qoPCbB_uGMw,847
oKeF7K2VZtQ,16
jXoDKhdUvFo,55
Wff1pf2EdS4,257
3IdqPpwSE2g,23
GP0uH-PaE_E,53
LO0FwPXJbi0,382
3yt4JsB9psg,907
upzmEBwEtpo,65
BEcs3TL8DII,512
zslYmBRhdOM,30
A_fUji0jTAE,210
GnevZOMl78I,1192
exQ2u3qSfrM,21
QbDuBTWrU-o,1206
VFreC_yfQqs,3
tNOkWPYY8No,16
#NAME?,6898
dDAlGl_8f9U,829
a_iMlwkzwow,1001
MkR8GY2YBAU,263
AM1pavPRU8E,514
SxAp27sFaIM,13681
sciODVQP43w,86
l3f_1zEEnR0,204
hNsd-m30m2E,437
mrORbZ2dS08,748
KDPG0YEsD5Q,78
LiXQFixzqJ4,2
dd3XfA4NVcQ,296
_h9EEni5rks,9
Rjv1NlMiUyI,90
me5ifeBFaFo,3514
_cn12TCA4SY,17
032BPsxhreM,133
NbUtY1RVvn8,219
UZf9m_x7o88,28
vgX5M1eVhyw,27
aJ9XruZm_Hg,1677
v_CMMWCN5nQ,357
s3oogx4roPI,58
6bJRu0_p-Ig,72
U0Az4NHlzfc,657
3L_a9HxXzS0,36
5wKYV-9Tq1o,179
5Kk5QxB9lWk,175
6mDsa-AqNcQ,1358
84hXRY0uwQ0,93
R39-E3uG5J0,60
z1FfOwjlqxU,1169
upC36TCNXvg,43
5wVnr3cahQg,75
30TkClWvT5k,40
R8WBN3fJmwM,1412
BC19fhyTG_M,10065
BOZngVYS04s,474
TzQe4sqjZT8,64
0lXX3dJUAGY,405
mIxlvVlOIS0,915
mNj27CgDAhQ,418
0ZAA9Y4F37I,475
gd5a6LUuU-w,16
hRAGY4BaFQs,1336
vOEaiQ2d6Mo,64
XSP5yHZN1I4,37
Xpw0ts8RTfk,58
sjN-NGsRg9g,877
h4kv0iKgiks,14
w4n1XcBdwFk,2
_0p3gPzPGNs,68
bqbWMgkvedI,236
_9YMpuLDnwo,57595
Ux7f_eqeLYw,25
mG9kK9TgxkQ,39
CRnCh-Y-kwM,10
0v-6AylRH68,8046
-C5q3oir8gA,875
X6iJ0hPpGec,592
xi8u9DcC0_Q,467
8Jmd7-1quDM,9
q6xYUHb4B1k,147
w4lcP5ZA4wg,435
6wHVgiM0R54,217
QA2fKoT6Sig,35
JP5BL-lCoQI,72
48qcnpCWBq0,1270
OImHUNVLlco,89
92HCNclQOYo,242
Gw-Mm-hS_UY,829
kJ18whKduFo,145
bJNnsAmNoUc,151
VPJ7BcVsOUU,24
sW5HaEsnuMI,1510
Z2Y8jGrkrDc,1171
Qh06wlg9RmU,27
PgpOosts_Ms,1
2b5C6Xp3pwA,1
Sl-NvOZ23m8,127
9bdXZzQvb0U,5
0jmDHoPUGKI,1
e77J4g0LMOk,3706
1qKBNKtzTWg,1
l35LGiJmXNs,196
GcbsIv3QdFs,4682
GF_0i9WxA_s,2
l5S5DM564O8,0
spuXN0ccRQ8,1235
D8PXRnN0KPU,12
hKqzBGE5w-0,152
kqWQFnH6h-E,4
iMg9ibfcBnM,1028
YPHDFdk_BW8,5
bXYkU5u5pzg,404
q6xkWA0Qi98,168
cSp1dM2Vj48,3451
A8HLnDP6uRM,2873
S-4rhjO6xYg,1886
ZWAkzvL5Ho4,4203
Ep6-bNu16_I,1454
QK_iX5cPDhE,539
UVNIEszp2UQ,521
X3gKYTc6lbw,807
fuHcdFPBKy0,13055
bo8OYPYRTIY,419
6i2cebTn0nc,1331
1bSDtlARvPI,428
oiC_HG3u-nk,2455
00nmxR1mxIA,821
UAJDrWVyOoA,675
ta6sV6WrElE,1150
vn9mMeWcgoM,24722
iGXYZwZEZa0,2591
JBDWIGpKnwM,1949
QsLmJq8cHlA,246
K7XsnDRtAcw,55
aj8mN_7Apcw,6229
Zzi4EQKBbOY,159
vglAsbxMX_Q,649
Ub53c95Soqk,103
H4CkXh3FSo8,1096
Zi9MkiQzl20,166
RUbWdNGaYEg,23
56KYMMGudcU,30222
uwUchGQRXKM,517
aphpJi5jKrM,3009
__4c1JCHvaQ,3494
a9B4AgwYG4E,196
NyNQLRhsAsk,1463
EZSCtgfmEO0,930
8H0alk0e0tg,82
vW7H-DKivX8,1171
dyBFAX4SDEc,910
ySBjb4_JGtY,43
bye513KciIk,397
Sqbv7cCM5AI,976
oXE-ssvbhQA,577
eYJCjVkOImU,568
Y26pMy4jf8U,2546
2jhwGiO5XJ8,187
jibff9m0SjQ,308
OVa-sqcDYZ4,303
inZzcTXYowY,1622
oOAohDViea4,301
mQ8sFRuDyiU,76
FlsCjmMhFmw,1470383
sFMehG2tDcA,1163
RdAKIVgTKuw,86
fJJBAwiOjRI,304
MUB-h2NeQYA,139
HKIIgYFhQlE,662
hpvDsw1D29w,46
8mQelXnPxUQ,1177
kl39KHS07Xc,8817
MtFjRvKfv70,48
r8FQ5wUYm9c,1171
Hlch9lKAeXo,1278
zYlW81GZYug,996
6TOSV3-7hzU,275
ceJcHUoO734,2009
8KaKWPJq5dY,264
S7kG641iA_g,75
bg7RjxsghNY,2637
37xIzAWyO8I,43
sZWmwHjFRPI,167
fd7M_5xW0SI,1245
5Ad2pIlg3Dk,5028
rH_sH0jPVTg,257
2jP6MFBXFaA,44
mkpINSUnDpA,617
d9h_qtOoFnA,148
O3bqhRN2thM,30
oYL6kldXWkg,895
h8Q3IhUwX_4,186
jgvQzWAhoiw,891
2sxuAm569IY,106
2E_HEeOpiEA,1695
yyr51Kznab4,575
ZZE1_maXiAI,86
r3d2alzgjKc,0
RggWMGU2iYw,114
9WwKW2wIU-k,86
ixMqVcjsSVM,71
PUvVjWR3zTQ,217
xlQLyAOQXjQ,1278
GP0uH-PaE_E,55
qoPCbB_uGMw,920
jXoDKhdUvFo,66
15aTCG3as6Q,741
Wff1pf2EdS4,306
Zh4c5IrllBg,1857
mebZJFd8_Vw,681
Nl6YEW1s7x8,1225
dw74T9x6lDE,47
oKeF7K2VZtQ,20
LO0FwPXJbi0,405
3IdqPpwSE2g,23
upzmEBwEtpo,70
3yt4JsB9psg,933
tNOkWPYY8No,28
GnevZOMl78I,1301
BEcs3TL8DII,538
zslYmBRhdOM,33
exQ2u3qSfrM,24
A_fUji0jTAE,222
VFreC_yfQqs,3
QbDuBTWrU-o,1232
#NAME?,7437
LiXQFixzqJ4,5
SxAp27sFaIM,14575
hNsd-m30m2E,473
l3f_1zEEnR0,215
dDAlGl_8f9U,847
AM1pavPRU8E,518
MkR8GY2YBAU,273
QOdVw75Vbv4,0
a_iMlwkzwow,1025
KDPG0YEsD5Q,81
dd3XfA4NVcQ,315
_h9EEni5rks,11
mrORbZ2dS08,797
me5ifeBFaFo,3868
Rjv1NlMiUyI,91
032BPsxhreM,133
vgX5M1eVhyw,28
UZf9m_x7o88,28
6bJRu0_p-Ig,74
NbUtY1RVvn8,226
tvs3yvEcARA,27
s3oogx4roPI,60
aJ9XruZm_Hg,1699
v_CMMWCN5nQ,361
3L_a9HxXzS0,36
_cn12TCA4SY,17
U0Az4NHlzfc,670
upC36TCNXvg,44
GkgkP0ARxd0,133
5wKYV-9Tq1o,189
5Kk5QxB9lWk,177
84hXRY0uwQ0,95
6mDsa-AqNcQ,1414
R39-E3uG5J0,62
30TkClWvT5k,62
5wVnr3cahQg,77
z1FfOwjlqxU,1192
JlcJaCS4BPM,41
R8WBN3fJmwM,1503
gd5a6LUuU-w,18
TzQe4sqjZT8,66
0lXX3dJUAGY,420
mIxlvVlOIS0,955
0ZAA9Y4F37I,477
mNj27CgDAhQ,422
vOEaiQ2d6Mo,69
BC19fhyTG_M,10339
KUSc7aScV9w,74
Xpw0ts8RTfk,59
XSP5yHZN1I4,49
sjN-NGsRg9g,932
hRAGY4BaFQs,1339
h4kv0iKgiks,14
_9YMpuLDnwo,66632
Ux7f_eqeLYw,25
_0p3gPzPGNs,71
w4n1XcBdwFk,2
0v-6AylRH68,8311
mG9kK9TgxkQ,40
CRnCh-Y-kwM,10
bqbWMgkvedI,245
-C5q3oir8gA,917
X6iJ0hPpGec,648
xi8u9DcC0_Q,476
8Jmd7-1quDM,14
q6xYUHb4B1k,150
QA2fKoT6Sig,35
6wHVgiM0R54,218
48qcnpCWBq0,1358
OImHUNVLlco,92
2b5C6Xp3pwA,2
92HCNclQOYo,242
bJNnsAmNoUc,157
kJ18whKduFo,145
VPJ7BcVsOUU,24
sW5HaEsnuMI,1530
r4VJ8o6yqzM,1806
t5Lz14wu1uw,1275
khPLWaBioOs,86475
UH0nTHb6OdY,1174
t5_dSCu_mLY,5601
#NAME?,1911
1HJkmKODN4Y,344
3UoKswz6OQc,748
2QHltvwTjSk,246
cSp1dM2Vj48,6560
yqulWPljawo,327
IXJhN4cOVM0,400
5beh5ztM0K8,358
#NAME?,184
_JhaVNJb3ag,612
2yCp-Dj5-7c,99
S-4rhjO6xYg,2643
ZWAkzvL5Ho4,5667
N4LQuwSjc34,792
A8HLnDP6uRM,3816
oKuPJ7zF0_k,6
fO8pPjlFtNw,163
_ASpoeFRTZ0,269
8dsf7S5GO1U,120
FO_Ox_dH0M8,84
XiIShINrftE,2299
ii3n7hYQOl4,9630
Ep6-bNu16_I,1802
zIiIcjfA2-I,60
lzuWvKn80V8,240
AzLYMcneJMU,84
RiVuoe-jaE0,60
TM8hwHtWSJg,334
UVNIEszp2UQ,619
bo8OYPYRTIY,493
AeB90B9__xM,34
3A-3NaPA3QU,32
RUbWdNGaYEg,44
oiC_HG3u-nk,3504
X3gKYTc6lbw,1013
1bSDtlARvPI,541
qE7psdp1jVE,372
QsLmJq8cHlA,414
30UjfElERlc,43
LTWh-i-iJqM,167
agOq6iS4aVw,118
Ali918UJSpU,222
wJ5bOg46D7Y,21
fuHcdFPBKy0,14542
vfqeeScKVyc,106
cON3fiEm3Lc,277
6i2cebTn0nc,1490
UAJDrWVyOoA,775
00nmxR1mxIA,984
Zzi4EQKBbOY,214
K7XsnDRtAcw,92
ta6sV6WrElE,1267
6P6Ia5Qj9W0,152
xp0m08eOD5U,76
iGXYZwZEZa0,2836
vn9mMeWcgoM,26141
JBDWIGpKnwM,2027
o8m2kXgCIMc,56
exGGotfSuH0,4
aj8mN_7Apcw,6866
a9B4AgwYG4E,287
ZKUerb6IH4Y,114
vglAsbxMX_Q,786
Ub53c95Soqk,119
H4CkXh3FSo8,1260
Zi9MkiQzl20,191
23QOy9Q2qNI,143
tRbHXZvVMbM,1
56KYMMGudcU,32385
uwUchGQRXKM,579
ySBjb4_JGtY,46
aphpJi5jKrM,3227
DUYa7rjRz0s,170
__4c1JCHvaQ,3598
NyNQLRhsAsk,1559
EZSCtgfmEO0,970
vW7H-DKivX8,1244
eYJCjVkOImU,673
dyBFAX4SDEc,954
bo7cX6kCM2A,9
Sqbv7cCM5AI,1114
oXE-ssvbhQA,603
Y26pMy4jf8U,2743
mQ8sFRuDyiU,78
inZzcTXYowY,1925
oOAohDViea4,319
HKIIgYFhQlE,728
sFMehG2tDcA,1170
RdAKIVgTKuw,95
fJJBAwiOjRI,314
MUB-h2NeQYA,147
j28Gt5_Mlo8,2
FlsCjmMhFmw,1545015
8mQelXnPxUQ,1214
kl39KHS07Xc,9002
r8FQ5wUYm9c,1210
Hlch9lKAeXo,1293
zYlW81GZYug,1047
MtFjRvKfv70,55
1ZqFDsq09H8,171
6TOSV3-7hzU,283
ceJcHUoO734,2076
sZWmwHjFRPI,193
fd7M_5xW0SI,1473
S7kG641iA_g,84
tFUKsthR-Ts,68
2jP6MFBXFaA,48
8KaKWPJq5dY,268
bg7RjxsghNY,2792
5Ad2pIlg3Dk,5104
rH_sH0jPVTg,258
37xIzAWyO8I,49
O3bqhRN2thM,30
Nl6YEW1s7x8,1382
d9h_qtOoFnA,161
mkpINSUnDpA,647
ZZE1_maXiAI,89
h8Q3IhUwX_4,187
jgvQzWAhoiw,921
dw74T9x6lDE,50
kuTBea8_-LY,124
oYL6kldXWkg,898
yyr51Kznab4,577
2sxuAm569IY,120
r3d2alzgjKc,1
2E_HEeOpiEA,1735
r5w4y6GW4U8,78
RggWMGU2iYw,114
ixMqVcjsSVM,75
Wff1pf2EdS4,331
GP0uH-PaE_E,58
qoPCbB_uGMw,988
xlQLyAOQXjQ,1322
PUvVjWR3zTQ,228
Zh4c5IrllBg,1895
mebZJFd8_Vw,696
9U2kr_QfhoQ,7
tNOkWPYY8No,31
oKeF7K2VZtQ,22
3IdqPpwSE2g,23
LO0FwPXJbi0,413
15aTCG3as6Q,753
zslYmBRhdOM,33
BEcs3TL8DII,548
KUSc7aScV9w,85
exQ2u3qSfrM,25
upzmEBwEtpo,71
GnevZOMl78I,1348
A_fUji0jTAE,235
QbDuBTWrU-o,1257
VFreC_yfQqs,3
#NAME?,7889
SI1J2bbbOt4,30
LiXQFixzqJ4,7
HDDIWGlBt3o,671
SxAp27sFaIM,15386
hNsd-m30m2E,507
l3f_1zEEnR0,219
dDAlGl_8f9U,861
QOdVw75Vbv4,0
AM1pavPRU8E,521
a_iMlwkzwow,1043
mrORbZ2dS08,865
dd3XfA4NVcQ,324
_h9EEni5rks,11
KDPG0YEsD5Q,89
me5ifeBFaFo,4179
U0Az4NHlzfc,687
tvs3yvEcARA,28
vgX5M1eVhyw,28
s3oogx4roPI,60
UZf9m_x7o88,29
6bJRu0_p-Ig,74
032BPsxhreM,136
NbUtY1RVvn8,226
v_CMMWCN5nQ,363
aJ9XruZm_Hg,1714
_cn12TCA4SY,19
3L_a9HxXzS0,38
GkgkP0ARxd0,401
30TkClWvT5k,71
upC36TCNXvg,45
5wKYV-9Tq1o,198
84hXRY0uwQ0,96
5Kk5QxB9lWk,180
6mDsa-AqNcQ,1469
R39-E3uG5J0,63
5wVnr3cahQg,79
z1FfOwjlqxU,1198
8oKl_qDJHt4,942
fOhB5JyEkOQ,597
GSCP2yg-v2g,2389
t5Lz14wu1uw,4749
a7NJ6Gek9v4,3717
0vKkwJwL77Y,943
yqulWPljawo,3372
ZnQGzfrEpsc,256
UH0nTHb6OdY,2168
r4VJ8o6yqzM,3017
2GrKY7Qqal8,310
JiOXpKU7tWc,124
8qL4lMQQ9IE,1026
xNvlaa5-vtI,214
9OeZYhjyweQ,332
j7RZy2B73hw,654
YlpXoQEqBWI,395
Y62ExbHI4Yk,608
h-h5Mhlt6O0,1383
_JhaVNJb3ag,1455
wd8h1iND_ys,191
t5_dSCu_mLY,7533
QXcbVHFE2bo,148
khPLWaBioOs,108582
sukhhtHWgko,41
nUnJQWO4YJY,978
0DpCDxoj_Xg,304
fYo_ZqCFafU,152
#NAME?,2652
cSp1dM2Vj48,7854
rRzxEiBLQCA,65326
Wl7V4LwkfQE,402
oPM3jxnoqhk,149
#NAME?,380
czX0j3L2ZzQ,229
3UoKswz6OQc,960
XsVy4ImgM0o,28
qxbS8qbBL0c,64
WOUZxG1JcGI,519
dx0jvrlV_EQ,49
SbnJwF7GrWg,139
5beh5ztM0K8,535
lzuWvKn80V8,388
AeB90B9__xM,67
oKuPJ7zF0_k,57
mSgDg1oiOCs,24
vZJXXguLysI,8
tclPO3kOlfM,506
a49beT37Bc0,2107
bcHh116rcV0,167
6wpb3YfXGqU,29
_ASpoeFRTZ0,376
RiVuoe-jaE0,112
2yCp-Dj5-7c,126
Hfho_nJ5JJ8,18
FO_Ox_dH0M8,110
S-4rhjO6xYg,3129
N4LQuwSjc34,1478
ZWAkzvL5Ho4,6010
fO8pPjlFtNw,218
A8HLnDP6uRM,4117
XiIShINrftE,3310
AzLYMcneJMU,103
ozhENW1LDa8,70
SeVYqisjAQk,109
TM8hwHtWSJg,424
ii3n7hYQOl4,11014
fqQ7ymRr5X0,6157
xp0m08eOD5U,155
zIiIcjfA2-I,68
zEHRNS-Scrs,15
Ep6-bNu16_I,1876
oFqHvacY9Kk,19
RUbWdNGaYEg,52
UVNIEszp2UQ,639
wJ5bOg46D7Y,32
bo8OYPYRTIY,508
oiC_HG3u-nk,3657
qE7psdp1jVE,398
30UjfElERlc,309
Ali918UJSpU,243
1bSDtlARvPI,560
X3gKYTc6lbw,1035
QsLmJq8cHlA,479
agOq6iS4aVw,195
cON3fiEm3Lc,309
LTWh-i-iJqM,193
fuHcdFPBKy0,16479
Zzi4EQKBbOY,217
eWdZk_88r8I,4
o8m2kXgCIMc,102
K7XsnDRtAcw,98
6P6Ia5Qj9W0,176
ta6sV6WrElE,1350
exGGotfSuH0,4
vfqeeScKVyc,123
iGXYZwZEZa0,3121
JBDWIGpKnwM,2065
tRbHXZvVMbM,1
aj8mN_7Apcw,7174
ZKUerb6IH4Y,134
a9B4AgwYG4E,288
vn9mMeWcgoM,26918
vglAsbxMX_Q,815
H4CkXh3FSo8,1290
Zi9MkiQzl20,193
givBfOQ47OE,6
23QOy9Q2qNI,160
Vxww9Ap3DdM,21
ySBjb4_JGtY,51
uwUchGQRXKM,617
bMfcrZYOAnE,27
56KYMMGudcU,33832
aphpJi5jKrM,3288
NyNQLRhsAsk,1611
_rUCjWv0vwA,271
eYJCjVkOImU,756
oOAohDViea4,325
RdAKIVgTKuw,105
bo7cX6kCM2A,9
Y26pMy4jf8U,2960
oXE-ssvbhQA,615
mQ8sFRuDyiU,80
MUB-h2NeQYA,154
inZzcTXYowY,2235
HKIIgYFhQlE,794
dyBFAX4SDEc,986
fJJBAwiOjRI,317
MtFjRvKfv70,60
FlsCjmMhFmw,1602383
sFMehG2tDcA,1175
2jP6MFBXFaA,50
wENhHnJI1ys,17
dw74T9x6lDE,52
8mQelXnPxUQ,1260
kl39KHS07Xc,9139
zYlW81GZYug,1095
1ZqFDsq09H8,221
r8FQ5wUYm9c,1226
O3bqhRN2thM,30
ceJcHUoO734,2095
fd7M_5xW0SI,1627
sZWmwHjFRPI,220
6TOSV3-7hzU,287
S7kG641iA_g,89
5Ad2pIlg3Dk,5143
Nl6YEW1s7x8,1467
8KaKWPJq5dY,271
FITSPSA8gQs,4935
rH_sH0jPVTg,258
37xIzAWyO8I,53
mkpINSUnDpA,697
d9h_qtOoFnA,165
ZZE1_maXiAI,90
h8Q3IhUwX_4,189
kuTBea8_-LY,162
jgvQzWAhoiw,943
oYL6kldXWkg,904
2sxuAm569IY,129
KUSc7aScV9w,89
yyr51Kznab4,578
2E_HEeOpiEA,1765
r3d2alzgjKc,1
Wff1pf2EdS4,352
r5w4y6GW4U8,78
GP0uH-PaE_E,58
RggWMGU2iYw,114
oKeF7K2VZtQ,23
ixMqVcjsSVM,76
mebZJFd8_Vw,704
gCwDzQcbiF4,32
exQ2u3qSfrM,31
zslYmBRhdOM,33
qoPCbB_uGMw,1044
LO0FwPXJbi0,420
xlQLyAOQXjQ,1343
PUvVjWR3zTQ,230
tNOkWPYY8No,34
s0QeTtDix80,47
Zh4c5IrllBg,1925
9U2kr_QfhoQ,8
3Z6kYVQC83E,120
15aTCG3as6Q,765
3IdqPpwSE2g,23
BEcs3TL8DII,560
GnevZOMl78I,1375
upzmEBwEtpo,72
A_fUji0jTAE,247
VFreC_yfQqs,3
SI1J2bbbOt4,30
89OP78l9oF0,1254
3Sa8G-VR13Q,265
JOZzku2SrzQ,1173
KdfCcEnJDlY,785
8I_NkJ8VTEI,4693
vI4LHl4yFuo,2289
Oy9R-z7YTRc,288
s1yurGsRM_s,460
8oKl_qDJHt4,2211
XkVwqEdYlNA,153
Na7VFFnqWVI,366
fOhB5JyEkOQ,1384
oQxKEtoHygY,902
6FbdqwlR0H4,2001
IQYLPEuAClo,876
iKjEoPA0LlY,159
ZLFak6N04GY,49
KROef3M9gjk,2394
stMM0EsoGwY,1586
BLOIU9DpLq4,284
wTiDluJ4Yd0,1133
dedaP9ym-hY,541
66kn6Dcr12E,277
QK0s815RTJk,595
tT-lTxhW7pY,4074
hZJDAJDD-uw,100
GSCP2yg-v2g,3174
t7Fa1GUf-LE,105
0vKkwJwL77Y,1348
tUBLW5bCqfM,635
HTi1c_tLnqw,211
KjHan6D3O3g,66
t5Lz14wu1uw,5430
sukhhtHWgko,109
9OeZYhjyweQ,521
IC_lnyn2R2Q,138
JiOXpKU7tWc,235
Y62ExbHI4Yk,922
BWJY1na9qao,74
8qL4lMQQ9IE,1643
a7NJ6Gek9v4,4655
DkXD5949qqQ,105
PKa01AvSATE,152
oPM3jxnoqhk,336
wd8h1iND_ys,314
kzFHjyysXr0,1021
AYte8ks2KAk,32
UH0nTHb6OdY,2407
yArprk0q9eE,631
CSDHM6iuogI,42
r4VJ8o6yqzM,3411
qxbS8qbBL0c,166
QXcbVHFE2bo,200
h-h5Mhlt6O0,1715
K4STcvndzbE,94
_JhaVNJb3ag,1659
j7RZy2B73hw,743
t5_dSCu_mLY,8494
#NAME?,26
YlpXoQEqBWI,480
nUnJQWO4YJY,1211
r4ppTbMcFTo,29
Jq_98dJuIck,786
SbnJwF7GrWg,213
khPLWaBioOs,117842
Dm9iTlsaie4,86
wtTmLBfIiG4,100
kZ3xRQOhpQI,6
kz1xzBYppW8,2555
31Fbv9qRV7s,92
Gjs1QSa9fpI,109
NvG1FTafzAw,20
fYo_ZqCFafU,205
hphLiGW6FgE,9
sMEmj80EJy8,20
32YGGYaUTgE,7
8J2q99ApzGs,39
Wl7V4LwkfQE,487
XsVy4ImgM0o,83
mSgDg1oiOCs,34
rRzxEiBLQCA,72397
WOUZxG1JcGI,845
#NAME?,2857
dx0jvrlV_EQ,65
2QHltvwTjSk,271
1UPJ_Uk9s5c,55
#NAME?,407
3UoKswz6OQc,1016
vZJXXguLysI,9
VWFoCcbXqAw,27
ZeGNvhAsUW8,188
UPPkvPe5WJ8,182
lzuWvKn80V8,418
6wpb3YfXGqU,34
oKuPJ7zF0_k,65
AeB90B9__xM,78
_ASpoeFRTZ0,397
a49beT37Bc0,2403
bcHh116rcV0,170
dkD1l8iKedE,29
RBpLVXNN6i0,37
wCMHJ8bbTQs,5
RiVuoe-jaE0,115
2yCp-Dj5-7c,127
oFqHvacY9Kk,32
S-4rhjO6xYg,3382
FO_Ox_dH0M8,116
XiIShINrftE,3647
fO8pPjlFtNw,239
A8HLnDP6uRM,4291
xp0m08eOD5U,189
SeVYqisjAQk,131
ozhENW1LDa8,71
lJkXbzQPIkM,70
ii3n7hYQOl4,11925
zEHRNS-Scrs,15
TM8hwHtWSJg,440
Ali918UJSpU,250
zIiIcjfA2-I,71
givBfOQ47OE,7
hMBxriQamIU,202
Ep6-bNu16_I,1913
UVNIEszp2UQ,657
RUbWdNGaYEg,52
wJ5bOg46D7Y,36
bo8OYPYRTIY,518
30UjfElERlc,310
agOq6iS4aVw,209
1bSDtlARvPI,574
qE7psdp1jVE,414
cON3fiEm3Lc,355
1iUgR_lKn1c,44
o8m2kXgCIMc,117
6P6Ia5Qj9W0,184
1emNguW5xAA,203
eWdZk_88r8I,4
K7XsnDRtAcw,105
Zzi4EQKBbOY,219
tRbHXZvVMbM,1
ta6sV6WrElE,1385
vfqeeScKVyc,132
iGXYZwZEZa0,3485
aj8mN_7Apcw,7321
vn9mMeWcgoM,27450
exGGotfSuH0,4
JBDWIGpKnwM,2095
ZKUerb6IH4Y,147
a9B4AgwYG4E,293
Z7GkGeZrb2Y,156
vglAsbxMX_Q,832
H4CkXh3FSo8,1304
23QOy9Q2qNI,182
Zi9MkiQzl20,196
56KYMMGudcU,35580
Vxww9Ap3DdM,22
bMfcrZYOAnE,35
aphpJi5jKrM,3327
ySBjb4_JGtY,52
uwUchGQRXKM,650
HKIIgYFhQlE,859
eYJCjVkOImU,859
bo7cX6kCM2A,9
Y26pMy4jf8U,3087
inZzcTXYowY,2441
mQ8sFRuDyiU,82
oXE-ssvbhQA,622
oOAohDViea4,332
MUB-h2NeQYA,160
Nl6YEW1s7x8,1560
fJJBAwiOjRI,321
FlsCjmMhFmw,1643059
sFMehG2tDcA,1182
fd7M_5xW0SI,1759
1ZqFDsq09H8,275
wENhHnJI1ys,17
8mQelXnPxUQ,1313
sZWmwHjFRPI,244
MtFjRvKfv70,63
kl39KHS07Xc,9220
2jP6MFBXFaA,50
6TOSV3-7hzU,289
S7kG641iA_g,91
FITSPSA8gQs,5228
ceJcHUoO734,2111
dw74T9x6lDE,54
fEqzx-36pOo,3533
8KaKWPJq5dY,272
EtfIzNdt9Ac,1070
8d_202l55LU,110707
hu_4yAZVNsU,1815
xLkHEZTSeoU,3151
Oapebl0bADA,343
8I_NkJ8VTEI,46778
6xe64i_4GhM,527
wzKL-bQKcgA,8612
lV3eV9w0h0U,298
h_67XloYXTc,294
ZLgE9FBOtTY,502
0EbFotkXOiA,204
89OP78l9oF0,2247
JOZzku2SrzQ,1728
MvIwx0JThsk,2613
KdfCcEnJDlY,3699
oD9XpUKD7y4,595
DbF91ZtpGGc,1266
NVe6fC4Af-w,121
